id,MUNICÍPIO,LOCALIDADE,LONGITUDE,LATITUDE,CÓDIGO DO,TI,CODIBGE,POPULAÇÃ,DATA DA PE,AQUÍFERO,FINALIDADE,PROFUNDIDA,VAZÃO (m³),ESTADO,RESÍDUO T,CLORETO,DUREZA,NITRATO,FERRO,COR APAREN,FLUORETO,MANGANÊS,NITRATO (1,PH,SULFATO,TURBIDEZ,ESTADO QUA,DATA DA CO,DATA DA AN,POPULAÇ_1,CÓDIGO _1
595,Ituaçu,ESPIRITO SANTO,-41.241388,-13.764166,13,Sertão Produtivo,2917201,,04/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"81","72",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
596,Feira da Mata,PAJEUZINHO,-44.361944,-14.226388,2,Velho Chico,2910776,,02/06/2022,CÁRSTICO,NÃO INFORMADO,"120","2,19",VAZÃO APROVEITÁVEL,"662","12,15","406","0,25","0,2","<5,00","3,21",<Null>,"0,25","7,19","33,34",<Null>,UTILIZÁVEL APÓS TRATAMENTO,21/08/2023,27/09/2023,,"-"
597,Ibipitanga,JUREMA,-42.291666,-12.714166,12,Bacia do Paramirim,2912509,,02/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0,62",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
598,Macaúbas,JUAZEIRO,-42.626388,-13.23611,12,Bacia do Paramirim,2919801,,02/06/2022,FISSURAL,NÃO INFORMADO,"100","7,92",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
599,Itaberaba,UMBUZEIRO,-40.443888,-12.68111,14,Piemonte do Paraguaçu,2914703,,02/06/2022,FISSURAL,NÃO INFORMADO,"105","2,94",VAZÃO APROVEITÁVEL,"23180","16500","13500","0,53","2,99","50","0,3","3,66","0,53","6,94","854","23,9",UTILIZÁVEL APÓS TRATAMENTO,05/04/2023,28/04/2023,,"-"
600,Maetinga,SOBRADO,-41.395277,-14.653888,20,Sudoeste Baiano,2919959,,02/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"80","8,39",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
601,Ibipitanga,ALVINÓPOLIS,-42.301388,-12.821388,12,Bacia do Paramirim,2912509,,01/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","3,6",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
602,Maetinga,MOREIRA,-41.5525,-14.601111,20,Sudoeste Baiano,2919959,,01/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","1,19",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
603,Maetinga,GAMELEIRINHA,-41.474443,-14.590555,20,Sudoeste Baiano,2919959,,31/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"60","11,99",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
604,Tucano,PAU DE RATO,-38.869443,-11.258055,4,Sisal,2931905,,30/05/2022,CONFINADO,NÃO INFORMADO,"115","34,43",VAZÃO APROVEITÁVEL,"658","738,91","320","0,837","<0,07","7","1,02","0,021","0,837","7,22","3,82","0,51",UTILIZÁVEL APÓS TRATAMENTO,01/06/2022,12/07/2022,,"-"
605,Caturama,VARGEM GRANDE,-42.417499,-13.190277,12,Bacia do Paramirim,2907558,,30/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"100","3,81",VAZÃO APROVEITÁVEL,"513","214,6","416","<0,003","0,26","14","0,07","0,071","<0,003","7,92","38,36","1,79",ADEQUADA PARA CONSUMO HUMANO,02/06/2022,18/07/2022,,"-"
606,Caturama,SUMIDOR,-42.402222,-13.223888,12,Bacia do Paramirim,2907558,,29/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"100","1,93",VAZÃO APROVEITÁVEL,"1070","354,25","507","0,01","0,2","48","0,042","0,32","0,01","7,97","138,21","2,64",UTILIZÁVEL APÓS TRATAMENTO,01/06/2022,18/07/2022,,"-"
607,Malhada de Pedras,TANQUE DA ONÇA,-41.974166,-14.267499,13,Sertão Produtivo,2920304,,29/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","8,6",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
608,Boa Vista do Tupim,ITAPIRA,-40.560277,-12.627221,14,Piemonte do Paraguaçu,2903805,,29/05/2022,FISSURAL,NÃO INFORMADO,"75","0,3",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
609,Maetinga,VEREDINHA,-41.495277,-14.639721,20,Sudoeste Baiano,2919959,,29/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"102","0,97",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
610,Malhada de Pedras,CAPINAL UM,-41.906111,-14.366388,13,Sertão Produtivo,2920304,,28/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"90","8,35",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
611,Igaporã,CAIÇARA,-42.987777,-13.854444,2,Velho Chico,2913408,,27/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"90","8,25",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
612,Malhada de Pedras,LAGOA DO MORRO,-41.876943,-14.097221,13,Sertão Produtivo,2920304,,27/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"130","2,73",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
613,Boa Vista do Tupim,ASSENTAMENTO BEIRA RIO,-40.608888,-12.924721,14,Piemonte do Paraguaçu,2903805,,27/05/2022,FISSURAL,NÃO INFORMADO,"120","4,37",VAZÃO APROVEITÁVEL,"700","184","218","7,86","0,0772","5","0,31","0,016","7,86","7,53","29,6","1,39",UTILIZÁVEL APÓS TRATAMENTO,06/08/2022,14/09/2022,,"-"
614,Vitória da Conquista,CACHOEIRA DO RIO PARDO (COMUNIDADE QUILOMBOLA),-40.93611,-15.343888,20,Sudoeste Baiano,2933307,,25/05/2022,FISSURAL,NÃO INFORMADO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
615,Boa Vista do Tupim,ASSENTAMENTO POLINÉSIA,-40.701388,-12.603055,14,Piemonte do Paraguaçu,2903805,,24/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"100","4,4",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
616,Vitória da Conquista,LAGOA DO ARROZ (Comunidade Quilombola),-40.903611,-14.768332,20,Sudoeste Baiano,2933307,,24/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","3,42",VAZÃO APROVEITÁVEL,"3240","1940","2200","0,34","0,0399","5","1,23","0,575","0,34","7,7","180","0,36",UTILIZÁVEL SOB CIRCUNSTÂNCIAS ESPECIAIS,07/07/2022,19/09/2022,,"-"
617,Caetanos,FAZENDA PATRÍCIO,-40.861666,-14.325277,20,Sudoeste Baiano,2905156,,23/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"80","4,91",VAZÃO APROVEITÁVEL,"1780","354","897","3,33","<0,07","17","0,48","0,028","3,33","7,48","49,5","0,49",UTILIZÁVEL APÓS TRATAMENTO,26/07/2022,30/08/2022,,"-"
618,Boa Vista do Tupim,ASSENTAMENTO GROTÃO,-40.704722,-12.486388,14,Piemonte do Paraguaçu,2903805,,22/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"130","3,16",VAZÃO APROVEITÁVEL,"2395","847","1040","0,64","0,272","5","0,7","0,331","0,64","7,46","33,6","1,31",UTILIZÁVEL APÓS TRATAMENTO,03/08/2022,09/09/2022,,"-"
619,Caetanos,BARRA DA CACHOEIRA,-40.873054,-14.270554,20,Sudoeste Baiano,2905156,,22/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"80","2,14",VAZÃO APROVEITÁVEL,"3180","799","1250","3,67","<0,07","37","0,12","0,177","3,67","7,73","219","2,21",UTILIZÁVEL APÓS TRATAMENTO,25/07/2022,30/08/2022,,"-"
620,Vitória da Conquista,SERRA GRANDE,-40.955833,-14.689444,20,Sudoeste Baiano,2933307,,22/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"100","19,31",VAZÃO APROVEITÁVEL,"1660","1140","1560","1,75","0,0611","5","0,31","0,71","1,75","7,16","155",<Null>,UTILIZÁVEL APÓS TRATAMENTO,09/07/2022,19/09/2022,,"-"
621,Iaçu,QUEIMADAS,-40.3,-12.940833,14,Piemonte do Paraguaçu,2911907,,20/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","1,54",VAZÃO APROVEITÁVEL,"2000","629","352","4,44","0,011",<5,"0,94","0,00597","4,44","7,26","124",<Null>,UTILIZÁVEL APÓS TRATAMENTO,26/07/2022,09/09/2022,,"-"
622,Caetanos,LAGOA DO OJACI,-40.906944,-14.236666,20,Sudoeste Baiano,2905156,,20/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","1,03",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
623,Vitória da Conquista,PARAÍSO,-41.063055,-14.885277,20,Sudoeste Baiano,2933307,,19/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","9,77",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
624,Palmeiras,SEDE,-41.598055,-12.520277,3,Chapada Diamantina,2923506,,17/05/2022,FISSURAL,NÃO INFORMADO,"150","9,9",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
625,Caetanos,POVOADO BELA VISTA (LOCAÇÃO 5),-40.971388,-14.299444,20,Sudoeste Baiano,2905156,,16/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"110","7",VAZÃO APROVEITÁVEL,"888","364,65","298","0,076","<0,07","63","0,08","1,25","0,076","7,84","72,45","8,81",UTILIZÁVEL APÓS TRATAMENTO,10/06/2022,13/07/2022,,"-"
626,Ruy Barbosa,SEDE 1 - POVOADO DE COLOBRÓ,-40.861111,-12.140277,14,Piemonte do Paraguaçu,2927200,,15/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"150","0,44",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
627,Igaporã,CACIMBA,-42.688333,-13.965555,2,Velho Chico,2913408,,13/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"60","29,33",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
628,Malhada de Pedras,MOSQUITO (SAPÉ),-41.813611,-14.458055,13,Sertão Produtivo,2920304,,12/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"80","8,79",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
629,Caculé,POEIRA,-42.334721,-14.585833,13,Sertão Produtivo,2905008,,11/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"100","2,91",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
630,Caculé,BAMBURRAL,-42.313055,-14.538888,13,Sertão Produtivo,2905008,,10/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"70","21,42",VAZÃO APROVEITÁVEL,"1220","726","795","2,71","0,135","5","0,36","0,533","2,71","7,05","144","0,53",UTILIZÁVEL APÓS TRATAMENTO,17/08/2022,19/09/2022,,"-"
631,Vitória da Conquista,PAU FERRO,-41.106666,-14.890555,20,Sudoeste Baiano,2933307,,09/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"132","1,78",VAZÃO APROVEITÁVEL,"1220","419","977",<1,"0,283","5","0,53","0,098",<1,"7,6","413","0,33",UTILIZÁVEL APÓS TRATAMENTO,04/07/2022,19/09/2022,,"-"
632,Caetanos,FAZ. BOM JESUS,-40.973054,-14.299444,20,Sudoeste Baiano,2905156,,08/05/2022,FISSURAL,NÃO INFORMADO,"132","2,94",VAZÃO APROVEITÁVEL,"1450","874,52","506","5,326","<0,07","123","0,99","1,81","5,326","8,03","34,21","20,7",UTILIZÁVEL APÓS TRATAMENTO,08/06/2022,13/07/2022,,"-"
633,Urandi,CAPA,-42.713333,-14.816388,13,Sertão Produtivo,2932606,,07/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"80","10,92",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
634,Vitória da Conquista,PÉ DE GALINHA,-40.911666,-14.955277,20,Sudoeste Baiano,2933307,,07/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","3,96",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
635,Pindaí,NOVO HORIZONTE,-42.598055,-14.385833,13,Sertão Produtivo,2924504,,06/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"90","3,1",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
636,Guanambi,LAGOA DO TUBI,-42.882221,-14.277777,13,Sertão Produtivo,2911709,,04/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0,66",VAZÃO APROVEITÁVEL,"4040","110","323","7,65","0,298","5","0,53","0,14","7,65","7,66","20,8",<Null>,UTILIZÁVEL APÓS TRATAMENTO,13/08/2022,19/09/2022,,"-"
637,Palmas de Monte Alto,GENIPAPO,-42.334999,-14.177221,13,Sertão Produtivo,2923407,,03/05/2022,CÁRSTICO / FISSURAL,ABASTECIMENTO HUMANO,"120","5,42",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
638,Anagé,MANDACARÚ,-40.78361,-14.587777,20,Sudoeste Baiano,2901205,,03/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"100","0,82",VAZÃO APROVEITÁVEL,"4580","1438,3","642","4,882","0,1","25","0,88","2,31","4,882","6,34","104,31","4,14",UTILIZÁVEL APÓS TRATAMENTO,18/05/2022,12/07/2022,,"-"
639,Encruzilhada,LAGOA DO DOMINGÃO,-41.252777,-15.543888,20,Sudoeste Baiano,2910404,,03/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","7,54",VAZÃO APROVEITÁVEL,"800","598","581","3,1","0,0699","5","<0,1","0,0381","3,1","7,32",<Null>,"108",UTILIZÁVEL APÓS TRATAMENTO,01/07/2022,19/09/2022,,"-"
640,Anagé,LAGOA DO MORRO,-41.019443,-14.639721,20,Sudoeste Baiano,2901205,,01/05/2022,FISSURAL,ABASTECIMENTO HUMANO,"90","8,78",VAZÃO APROVEITÁVEL,"10700","32,58","45,3","0,0884","0,25","73","0,2831","0,404","0,0884","6,53","7,95","10",UTILIZÁVEL APÓS TRATAMENTO,18/05/2022,15/07/2022,,"-"
641,Matina,LAJEDÃO,-42.988055,-13.874166,2,Velho Chico,2921054,,30/04/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0,55",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
642,Ipirá,MORRO DO TEQUIN,-39.921666,-12.02111,15,Bacia do Jacuípe,2914000,,30/04/2022,FISSURAL,NÃO INFORMADO,"104","1,02",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
643,Encruzilhada,ENTRONCAMENTO OU ENTRONCAMENTO DE MATA VERDE,-40.802777,-15.655833,20,Sudoeste Baiano,2910404,,30/04/2022,FISSURAL,ABASTECIMENTO HUMANO,"60","13,2",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,UTILIZÁVEL APÓS TRATAMENTO,10/09/2022,10/10/2022,,"-"
644,Matina,MARRECA,-42.901388,-13.833888,2,Velho Chico,2921054,,28/04/2022,FISSURAL,ABASTECIMENTO HUMANO,"100","3,22",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
645,Matina,PICHICO,-42.848888,-13.820277,2,Velho Chico,2921054,,19/04/2022,FISSURAL,ABASTECIMENTO HUMANO,"100","2,34",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
646,Iuiu,LAJEDÃO,-43.488888,-14.493055,13,Sertão Produtivo,2917334,,18/04/2022,CÁRSTICO / FISSURAL,ABASTECIMENTO HUMANO,"100","30,46",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
647,Sebastião Laranjeiras,ASSENTAMENTO SÃO LOURENÇO,-43.178888,-14.446388,13,Sertão Produtivo,2930006,,17/04/2022,CÁRSTICO / FISSURAL,ABASTECIMENTO HUMANO,"60","39,6",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
648,Canudos,LAGOA DO MOTA,-39.248055,-10.13861,10,Sertão do São Francisco,2906824,,15/04/2022,FISSURAL,NÃO INFORMADO,"60","26,4",VAZÃO APROVEITÁVEL,"18200","10798,36","9230","4,989","0,28","9","13,55","1,1","4,989","7","668,43",<Null>,UTILIZÁVEL APÓS TRATAMENTO,18/06/2022,15/07/2022,,"-"
649,Palmas de Monte Alto,POÇO DO SACO,-43.108333,-14.021388,13,Sertão Produtivo,2923407,,13/04/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","1,01",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
650,Palmas de Monte Alto,BOI MORTO,-43.224166,-14.117499,13,Sertão Produtivo,2923407,,11/04/2022,FISSURAL,ABASTECIMENTO HUMANO,"135","1,12",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
651,Uauá,PAPAGAIO,-39.455277,-9.98861,10,Sertão do São Francisco,2932002,,10/04/2022,FISSURAL,NÃO INFORMADO,"107","3,88",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
652,Palmeiras,CARMONA,-41.582221,-12.449721,3,Chapada Diamantina,2923506,,09/04/2022,FISSURAL,NÃO INFORMADO,"130","4,6",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
653,Palmas de Monte Alto,BOA VISTA OU RIACHO DE CAMBUIM,-43.192777,-14.243333,13,Sertão Produtivo,2923407,,09/04/2022,CÁRSTICO / FISSURAL,ABASTECIMENTO HUMANO,"120","7,77",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
654,Palmas de Monte Alto,CAFÉ SEM TROCO,-43.221666,-14.241666,13,Sertão Produtivo,2923407,,09/04/2022,FISSURAL / CONFINADO,ABASTECIMENTO HUMANO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
655,Uauá,BOA VISTA,-39.587221,-9.722499,10,Sertão do São Francisco,2932002,,08/04/2022,FISSURAL,NÃO INFORMADO,"120","1,99",VAZÃO APROVEITÁVEL,"1825","646","1040","6,66","0,022",<5,"0,44","0,00234","6,66","7,76","90,8","0,2",UTILIZÁVEL APÓS TRATAMENTO,25/06/2022,08/08/2022,,"-"
656,Palmeiras,OS BRANCOS,-41.493055,-12.622499,3,Chapada Diamantina,2923506,,31/03/2022,FISSURAL,NÃO INFORMADO,"120","8,6",VAZÃO APROVEITÁVEL,"580","6,02","33,3","0,74","0,0094","5","<0,1","0,0216","0,74","8,02","0,54","0,32",ADEQUADA PARA CONSUMO HUMANO,30/07/2022,26/08/2022,,"-"
657,Condeúba,SEDE 3,-41.976943,-14.92111,20,Sudoeste Baiano,2908705,,31/03/2022,FISSURAL,NÃO INFORMADO,"150","17,6",VAZÃO APROVEITÁVEL,"726","143","469","4,25","0,16","73","0,1423",<Null>,"4,25","8,15","1,73","11",UTILIZÁVEL APÓS TRATAMENTO,04/05/2023,16/06/2023,,"-"
658,Guajeru,BANANEIRA,-42.09111,-14.580832,20,Sudoeste Baiano,2911659,,31/03/2022,FISSURAL,NÃO INFORMADO,"80","28,3",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
659,Guajeru,TANQUINHO,-42.012777,-14.57611,20,Sudoeste Baiano,2911659,,31/03/2022,FISSURAL,NÃO INFORMADO,"120","12,56",VAZÃO APROVEITÁVEL,"1329","432","441","0,23","0,0294","9","0,39","0,0816","0,23","7,22","252",<Null>,UTILIZÁVEL APÓS TRATAMENTO,27/04/2022,03/06/2022,,"-"
660,Chorrochó,CINCO BOIS DOIS,-39.23861,-9.554166,24,Itaparica,2907707,,29/03/2022,FISSURAL,ABASTECIMENTO HUMANO,"70","3,3",VAZÃO APROVEITÁVEL,"3555","1490","1100","2,11","0,259","10","0,87","0,335","2,11","7,29","233","8,97",UTILIZÁVEL APÓS TRATAMENTO,30/06/2022,09/08/2022,,"-"
661,Chorrochó,SOL DA SERRA,-39.393333,-9.340555,24,Itaparica,2907707,,28/03/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0,88",VAZÃO APROVEITÁVEL,"7205","8820","19800","0,7","2,42","140","0,46","0,455","0,7","7,91","1580","81,6",UTILIZÁVEL APÓS TRATAMENTO,07/07/2022,09/08/2022,,"-"
662,Chorrochó,TRAVESSA DOIS,-39.34861,-9.336666,24,Itaparica,2907707,,27/03/2022,FISSURAL,ABASTECIMENTO HUMANO,"140","0,48",VAZÃO APROVEITÁVEL,"15690","203","400","1,96","0,062",<5,"1,94","0,0374","1,96","7,75","56,4","0,8",UTILIZÁVEL APÓS TRATAMENTO,05/07/2022,08/08/2022,,"-"
663,Chorrochó,POÇO SECO,-39.181666,-9.475554,24,Itaparica,2907707,,26/03/2022,FISSURAL,ABASTECIMENTO HUMANO,"150","0,62",VAZÃO APROVEITÁVEL,"915","1600","2370","6,6","0,171",<5,"0,34","0,0811","6,6","7,66","280","2,02",UTILIZÁVEL APÓS TRATAMENTO,02/07/2022,08/08/2022,,"-"
664,Curaçá,MALHADA DE PEDRA,-39.833054,-9.089166,10,Sertão do São Francisco,2909901,,20/03/2022,FISSURAL,NÃO INFORMADO,"44","19,8",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
665,Abaré,CARAIBINHA DE BAIXO,-39.377221,-8.626666,24,Itaparica,2900207,,16/03/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","1,32",VAZÃO APROVEITÁVEL,"17300","11488,13","5540","4,134","0,23","8","1,997","0,105","4,134","6,8","984,42","1,34",UTILIZÁVEL APÓS TRATAMENTO,16/02/2022,15/07/2022,,"-"
666,Piripá,MUCAMBO,-41.824443,-15.045277,20,Sudoeste Baiano,2924702,,13/03/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","14,4",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
