id,MUNICÍPIO,LOCALIDADE,LONGITUDE,LATITUDE,CÓDIGO DO,TI,CODIBGE,POPULAÇÃ,DATA DA PE,AQUÍFERO,FINALIDADE,PROFUNDIDA,VAZÃO (m³),ESTADO,RESÍDUO T,CLORETO,DUREZA,NITRATO,FERRO,COR APAREN,FLUORETO,MANGANÊS,NITRATO (1,PH,SULFATO,TURBIDEZ,ESTADO QUA,DATA DA CO,DATA DA AN,POPULAÇ_1,CÓDIGO _1
522,Barra,VEREDA DO EUGÊNIO,-43.926943,-10.989444,2,Velho Chico,2902708,,14/08/2022,FISSURAL,NÃO INFORMADO,"150","0,73",VAZÃO APROVEITÁVEL,"970","160,2","418","<0,45","0,09",<5,"0,85","0,226","<0,45","7,82","145,5",<Null>,UTILIZÁVEL APÓS TRATAMENTO,10/11/2022,23/12/2022,,"-"
523,Tucano,U.E.T.I. DE TUCANO,-38.789721,-10.96861,4,Sisal,2931905,,14/08/2022,LIVRE / CONFINADO,NÃO INFORMADO,"58","28,28",VAZÃO APROVEITÁVEL,"2385","652","660","30,4","0,0774",<5,"<0,1",<Null>,"30,4","7,46","39,8","0,27",UTILIZÁVEL APÓS TRATAMENTO,17/08/2022,14/09/2022,,"-"
524,Biritinga,SEDE 35,-38.811111,-11.631943,4,Sisal,2903607,,13/08/2022,CONFINADO,NÃO INFORMADO,"190","60,92",VAZÃO APROVEITÁVEL,"4670","2020","1390","<0,10","4,19","35","<0,10","1,03","<0,10","7,39","260","55,8",UTILIZÁVEL APÓS TRATAMENTO,20/12/2022,09/01/2023,,"-"
525,Tucano,MASSAPÊ,-38.641666,-11.082221,4,Sisal,2931905,,12/08/2022,SEMI-CONFINADO,NÃO INFORMADO,"141,5","36",VAZÃO APROVEITÁVEL,"1370","839","1290","0,21","0,0377",<5,"0,23","0,606","0,21","7,28","24,3","1,65",UTILIZÁVEL APÓS TRATAMENTO,18/10/2022,09/11/2022,,"-"
526,Central,C.E. JOSÉ DE SOUZA MACHADO,-42.108888,-11.128332,1,Irecê,2907608,,11/08/2022,CÁRSTICO,ABASTECIMENTO HUMANO,"70","4,28",VAZÃO APROVEITÁVEL,"1490","626,24","395","0,76","<0,07","8","5,44","0,507","0,76","6,96","518,18","2,18",UTILIZÁVEL APÓS TRATAMENTO,09/09/2022,17/10/2022,,"-"
527,Lapão,NOVA U.E. E COMPLEXO,-41.842221,-11.375832,1,Irecê,2919157,,10/08/2022,CÁRSTICO,ABASTECIMENTO HUMANO,"120","1,44",VAZÃO APROVEITÁVEL,"2820","198,65","305","<0,100","<0,07","6","1,7","0,128","<0,100","7,46","149,02",<Null>,UTILIZÁVEL APÓS TRATAMENTO,07/09/2022,17/10/2022,,"-"
528,Mirante,UMBUZEIRO,-40.589166,-14.24361,20,Sudoeste Baiano,2921450,,07/08/2022,FISSURAL,ABASTECIMENTO HUMANO,"105","2,58",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
529,Curaçá,MANDACARÚ,-39.932221,-9.114722,10,Sertão do São Francisco,2909901,,05/08/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0,97",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
530,Macaúbas,ESTALEIRO,-40.284721,-12.147777,12,Bacia do Paramirim,2919801,,04/08/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","1,82",VAZÃO APROVEITÁVEL,"6640","4730","2500","4,09","0,135","5","0,56","1,09","4,09","7,92","45,2","1,36",UTILIZÁVEL APÓS TRATAMENTO,20/08/2022,19/09/2022,,"-"
531,Maetinga,LAGOA DOS CAVALOS,-41.451388,-14.589999,20,Sudoeste Baiano,2919959,,04/08/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0,54",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
532,Curaçá,SÃO PEDRO,-39.501666,-8.875554,10,Sertão do São Francisco,2909901,,03/08/2022,FISSURAL,NÃO INFORMADO,"90","3,73",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
533,Vitória da Conquista,ALGODÃO,-40.791944,-14.594444,20,Sudoeste Baiano,2933307,,03/08/2022,FISSURAL,NÃO INFORMADO,"80","4,02",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
534,Curaçá,CARAÍBA DOS GOMES,-39.725832,-9.508055,10,Sertão do São Francisco,2909901,,01/08/2022,FISSURAL,NÃO INFORMADO,"90","4,93",VAZÃO APROVEITÁVEL,"1520","544","597","3,51","0,0416","<5,00","1,84","0,0648","3,51","7,9","82,8","2,7",UTILIZÁVEL APÓS TRATAMENTO,23/03/2023,24/04/2023,,"-"
535,Macaúbas,JUNDIÁ,-40.35,-12.015833,12,Bacia do Paramirim,2919801,,31/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","4,53",VAZÃO APROVEITÁVEL,"4100","3200","3980","<0,1","1,18","10","0,0848","0,651","<0,1","7,28","417","22,5",UTILIZÁVEL APÓS TRATAMENTO,18/08/2022,19/09/2022,,"-"
536,Vitória da Conquista,BAIXA DO ARROZ,-40.98111,-14.865277,20,Sudoeste Baiano,2933307,,31/07/2022,FISSURAL,NÃO INFORMADO,"138","1,09",VAZÃO APROVEITÁVEL,"896","341","262","0,962","<0,08","8","0,2359","0,03","0,962","7,83","9,05","0,5",UTILIZÁVEL APÓS TRATAMENTO,11/05/2023,27/06/2023,,"-"
537,Seabra,FAZENDA MARCOS DAMASCENO SANTOS - SEDE 32,-41.897777,-12.414166,3,Chapada Diamantina,2929909,,30/07/2022,FISSURAL,NÃO INFORMADO,"90","6,09",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
538,Curaçá,FAZENDA BELEZA,-39.799444,-9.553888,10,Sertão do São Francisco,2909901,,30/07/2022,FISSURAL,NÃO INFORMADO,"90","1,35",VAZÃO APROVEITÁVEL,"2390","1430","1330","6,11","0,0328","5","0,83","0,0455","6,11","7,33","81",<Null>,UTILIZÁVEL APÓS TRATAMENTO,01/08/2022,30/08/2022,,"-"
539,Sítio do Mato,AGRESTE,-43.501944,-13.08361,2,Velho Chico,2930758,,29/07/2022,CÁRSTICO / FISSURAL,ABASTECIMENTO HUMANO,"150","0,8",VAZÃO APROVEITÁVEL,"575","26,5","285","2,21","0,169","5","1,84","0,00932","2,21","8,2","57,3","0,64",UTILIZÁVEL APÓS TRATAMENTO,04/08/2022,26/08/2022,,"-"
540,Vitória da Conquista,TABATINGA,-40.978054,-15.075554,20,Sudoeste Baiano,2933307,,28/07/2022,FISSURAL,NÃO INFORMADO,"120","1,09",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
541,Macaúbas,VOLTA,-40.123054,-12.18611,12,Bacia do Paramirim,2919801,,27/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","1,01",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
542,Uauá,BELDROEGA,-39.742777,-10.05,10,Sertão do São Francisco,2932002,,26/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"106","0,84",VAZÃO APROVEITÁVEL,"1440","988","1260","26,3","0,00999","5","0,55","0,0026","26,3","7,73","175","0,13",UTILIZÁVEL APÓS TRATAMENTO,29/07/2022,30/08/2022,,"-"
543,Vitória da Conquista,ASSENTAMENTO CARLOS LAMARCA,-40.871388,-14.94861,20,Sudoeste Baiano,2933307,,26/07/2022,FISSURAL,NÃO INFORMADO,"150","2,64",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
544,Uauá,SERRA DO SOBRADO,-39.505833,-10.044444,10,Sertão do São Francisco,2932002,,24/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"0",<Null>,VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
545,Mairi,MINADOR,-40.344166,-11.631388,15,Bacia do Jacuípe,2920106,,24/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"140","3,6",VAZÃO APROVEITÁVEL,"605","45,5","220","<0,1","0,0108","70","0,5","0,228","<0,1","8,13","21,7","0,3",UTILIZÁVEL APÓS TRATAMENTO,28/07/2022,26/08/2022,,"-"
546,Vitória da Conquista,FAZENDA PATAMARES,-41.019999,-15.251111,20,Sudoeste Baiano,2933307,,24/07/2022,FISSURAL,NÃO INFORMADO,"150","0,71",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
547,Tucano,LAJE,-38.914444,-11.013888,4,Sisal,2931905,,22/07/2022,CONFINADO,NÃO INFORMADO,"109,5","21,4",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
548,Vitória da Conquista,RIBEIRÃO,-40.682499,-14.604722,20,Sudoeste Baiano,2933307,,22/07/2022,FISSURAL,NÃO INFORMADO,"100","0,86",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
549,Uauá,JABOTICABA,-39.513888,-9.993055,10,Sertão do São Francisco,2932002,,21/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"100","0,62",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
550,Macaúbas,BARRA,-40.255,-12.173332,12,Bacia do Paramirim,2919801,,19/07/2022,FISSURAL,NÃO INFORMADO,"120","7,2",VAZÃO APROVEITÁVEL,"3550","3020","2440","<0,1","5,23","15","1,77","0,904","<0,1","7,18","59,1","32,8",UTILIZÁVEL APÓS TRATAMENTO,13/08/2022,19/09/2022,,"-"
551,Sítio do Mato,SÃO FRANCISCO,-43.409722,-12.86861,2,Velho Chico,2930758,,18/07/2022,LIVRE,ABASTECIMENTO HUMANO,"58,5","22,69",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
552,Mairi,PONTO DE MAIRI,-40.166666,-11.815555,15,Bacia do Jacuípe,2920106,,18/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"80","1,23",VAZÃO APROVEITÁVEL,"900","4860","1880","4,03","0,0766","5","0,75","1,73","4,03","7,8","408","0,82",UTILIZÁVEL APÓS TRATAMENTO,30/07/2022,26/08/2022,,"-"
553,Macaúbas,SÃO BENTO,-40.242221,-12.08611,12,Bacia do Paramirim,2919801,,16/07/2022,FISSURAL,NÃO INFORMADO,"132","1,49",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
554,Sítio do Mato,GUARIMA,-43.380832,-12.805833,2,Velho Chico,2930758,,15/07/2022,LIVRE,ABASTECIMENTO HUMANO,"54,7","60,92",VAZÃO APROVEITÁVEL,"525","3,21","125","<0,1","0,335","15","0,31","0,171","<0,1","7,97","0,68","0,75",UTILIZÁVEL APÓS TRATAMENTO,30/07/2022,26/08/2022,,"-"
555,Mairi,URUÇU,-40.2575,-11.646666,15,Bacia do Jacuípe,2920106,,15/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0,66",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
556,Seabra,VEREDINHA - SEDE 27,-41.892221,-12.431388,3,Chapada Diamantina,2929909,,13/07/2022,FISSURAL,NÃO INFORMADO,"120","9,31",VAZÃO APROVEITÁVEL,"555","9,45",<Null>,"0,18","0,208","5","<0,10","0,011","0,18","8,94","1,8","1,13",ADEQUADA PARA CONSUMO HUMANO,25/07/2022,26/08/2022,,"-"
557,Mairi,ALAGOINHAS OU LAGOINHA,-40.267499,-11.741666,15,Bacia do Jacuípe,2920106,,13/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"90","15",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
558,Ibitiara,LAGOA DAS TRAÍRAS,-42.43611,-12.535555,3,Chapada Diamantina,2913002,,12/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"70","17,6",VAZÃO APROVEITÁVEL,"720","165,95","163","<0,100","<0,07","119","0,13","0,719","<0,100","7,13","19,06","24,7",UTILIZÁVEL APÓS TRATAMENTO,03/09/2022,17/10/2022,,"-"
559,Uauá,RETIRO,-39.689999,-10.049721,10,Sertão do São Francisco,2932002,,11/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"80","2,65",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
560,Tucano,OVO DOIS,-38.737499,-11.004166,4,Sisal,2931905,,10/07/2022,CONFINADO,NÃO INFORMADO,"199,4","30,46",VAZÃO APROVEITÁVEL,"610","66,2","71,7","<0,1","0,011","5","0,28","0,0195","<0,1","8,23","66,8","0,17",ADEQUADA PARA CONSUMO HUMANO,03/08/2022,26/08/2022,,"-"
561,Uauá,QUELÉ,-39.54361,-10.084166,10,Sertão do São Francisco,2932002,,09/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"108","0,97",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
562,Morpará,CAPIM DE RAIZ,-43.079721,-11.913888,2,Velho Chico,2921609,,07/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"80","49,5",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
563,Várzea da Roça,LAGOA DANTAS,-40.018888,-11.656111,15,Bacia do Jacuípe,2933059,,07/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"80","4,04",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
564,Uauá,SÍTIO DO PELICANO,-39.370277,-10.128332,10,Sertão do São Francisco,2932002,,05/07/2022,FISSURAL,ABASTECIMENTO HUMANO,"70","6,2",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
565,Sítio do Mato,RENASCER,-43.378888,-12.695277,2,Velho Chico,2930758,,03/07/2022,CÁRSTICO / FISSURAL,ABASTECIMENTO HUMANO,"180","0,77",VAZÃO APROVEITÁVEL,"530","160","266","<0,1","0,0982","5","2,67","0,0897","<0,1","7,23","603","0,43",UTILIZÁVEL APÓS TRATAMENTO,02/08/2022,26/08/2022,,"-"
566,Macaúbas,VEADOS,-40.379443,-12.123054,12,Bacia do Paramirim,2919801,,01/07/2022,FISSURAL,NÃO INFORMADO,"150","2,09",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
567,Muquém do São Francisco,ASSENTAMENTO MANOEL DIAS,-43.461111,-12.191944,2,Velho Chico,2922250,,30/06/2022,CÁRSTICO / FISSURAL,ABASTECIMENTO HUMANO,"102","21,4",VAZÃO APROVEITÁVEL,"535","10,9","289","0,24","0,018","5","0,13","0,00324","0,24","7,78","12,6",<Null>,ADEQUADA PARA CONSUMO HUMANO,24/07/2022,26/08/2022,,"-"
568,Muquém do São Francisco,BREJO SECO,-43.468888,-11.86,2,Velho Chico,2922250,,29/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","1,2",VAZÃO APROVEITÁVEL,"800","43,5","161","0,88","0,0849","7","0,21","0,156","0,88","7,87","10","0,84",UTILIZÁVEL APÓS TRATAMENTO,24/07/2022,30/08/2022,,"-"
569,Macaúbas,ASSENTAMENTO SÃO JOAQUIM,-40.395277,-12.054444,12,Bacia do Paramirim,2919801,,29/06/2022,FISSURAL,NÃO INFORMADO,"150","0,36",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
570,Paratinga,MORRO DE FORA UM,-43.074443,-12.96,2,Velho Chico,2923704,,28/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"100","11,31",VAZÃO APROVEITÁVEL,"625","192","703","12,4","0,0501",<5,"0,18","0,0097","12,4","7,72","12,4","0,23",UTILIZÁVEL APÓS TRATAMENTO,24/09/2022,14/11/2022,,"-"
571,Abaré,POCINHO,-39.141666,-8.874999,24,Itaparica,2900207,,22/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0,18",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
572,Vitória da Conquista,RIACHINHO,-40.752222,-15.118888,20,Sudoeste Baiano,2933307,,21/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","2,58",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
573,Abaré,NOVO ALECRIM,-39.308055,-9.037777,24,Itaparica,2900207,,20/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"111","0,59",VAZÃO APROVEITÁVEL,"5440","2585,23","2580","2,13","<0,07","17","1,023","0,127","2,13","7,63","969,58","0,43",UTILIZÁVEL APÓS TRATAMENTO,28/06/2022,17/08/2022,,"-"
574,Abaré,SALÃO,-39.419443,-8.998055,24,Itaparica,2900207,,20/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"90","0,59",VAZÃO APROVEITÁVEL,"2860","1212,67","995","0,004","<0,07","20","0,007","0,011","0,004","7,41","748,32","0,43",UTILIZÁVEL APÓS TRATAMENTO,24/06/2022,17/08/2022,,"-"
575,Ibitiara,UMBURANAS,-42.24111,-12.517221,3,Chapada Diamantina,2913002,,19/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","2,64",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
576,Abaré,SÍTIO NOVO - LAGOA J. ALVES,-39.358888,-9.138333,24,Itaparica,2900207,,19/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0,85",VAZÃO APROVEITÁVEL,"5440","3145,22","1160","0,23","<0,07","17","3,25","0,141","0,23","7,62","584,34","0,96",UTILIZÁVEL APÓS TRATAMENTO,27/06/2022,17/08/2022,,"-"
577,Lajedinho,RIACHO DO MEIO,-40.909722,-12.425277,14,Piemonte do Paraguaçu,2919009,,18/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0,29",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
578,Lagoa Real,LAGOA DA PEDRA DO RIACHÃO,-42.063888,-14.13361,13,Sertão Produtivo,2918753,,16/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"60","3,1",VAZÃO APROVEITÁVEL,"1445","727","1190","4,27","0,351","5","0,78","0,246","4,27","7,56","264","1,46",UTILIZÁVEL APÓS TRATAMENTO,15/08/2022,19/09/2022,,"-"
579,Lagoa Real,BIQUINHA,-42.029999,-14.159722,13,Sertão Produtivo,2918753,,15/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"70","19,8",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
580,Piritiba,NOVA ESPERANÇA,-40.566388,-11.649444,14,Piemonte do Paraguaçu,2924801,,15/06/2022,FISSURAL,NÃO INFORMADO,"80","4,85",VAZÃO APROVEITÁVEL,"9310","6288","4080","15,25","<0,07","36","0,099","0,434","15,25","6,57","1108","2,12",UTILIZÁVEL APÓS TRATAMENTO,16/02/2023,30/03/2023,,"-"
581,Abaré,MATIAS,-39.337777,-8.886388,24,Itaparica,2900207,,15/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"87","2,13",VAZÃO APROVEITÁVEL,"3200","1154,33","1100","0,76","<0,07","14","0,94","0,039","0,76","7,51","988,34",<Null>,UTILIZÁVEL APÓS TRATAMENTO,25/06/2022,17/08/2022,,"-"
582,Lagoa Real,LAGOA DO MIGUEL,-42.253888,-14.181666,13,Sertão Produtivo,2918753,,14/06/2022,FISSURAL,NÃO INFORMADO,"123","6,88",VAZÃO APROVEITÁVEL,"2895","1250","1300",<1,"0,147","5","1,05","0,203",<1,"7,65","77,8","0,58",UTILIZÁVEL APÓS TRATAMENTO,16/08/2022,16/09/2022,,"-"
583,Macaúbas,BARRA DO CANTO,-42.681388,-13.215555,12,Bacia do Paramirim,2919801,,13/06/2022,FISSURAL,NÃO INFORMADO,"112","5,78",VAZÃO APROVEITÁVEL,"674","97","293","21,7","0,12","20","<0,25","0,042","21,7","7,86","19,8","3,1",UTILIZÁVEL APÓS TRATAMENTO,21/05/2024,24/06/2024,,"-"
584,Piritiba,FAZENDA RIACHO DO OURO,-40.463611,-11.686388,14,Piemonte do Paraguaçu,2924801,,13/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","1,38",VAZÃO APROVEITÁVEL,"3080","1684","1300","4,15","<0,07","14","0,058","0,133","4,15","6,72","534","0,61",UTILIZÁVEL APÓS TRATAMENTO,15/02/2023,24/03/2023,,"-"
585,Abaré,SÃO LOURENÇO,-39.343888,-8.915277,24,Itaparica,2900207,,13/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0,85",VAZÃO APROVEITÁVEL,"734","388,47","96,7","<0,003","<0,07","16","0,02",<Null>,"<0,003","8,33","156,22","0,55",UTILIZÁVEL APÓS TRATAMENTO,26/06/2022,17/08/2022,,"-"
586,Macaúbas,IMBURANA,-42.878054,-13.108333,12,Bacia do Paramirim,2919801,,12/06/2022,FISSURAL,NÃO INFORMADO,"61","10,83",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
587,Piritiba,LAGOA DA ONÇA,-40.52861,-11.693888,14,Piemonte do Paraguaçu,2924801,,12/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"100","17,6",VAZÃO APROVEITÁVEL,"4045","2420","3900","<0,1","0,00648",<5,"0,16","1,15","<0,1","7,52","941","0,34",UTILIZÁVEL APÓS TRATAMENTO,16/10/2022,24/11/2022,,"-"
588,Tucano,RASPADOR,-38.742777,-11.031943,4,Sisal,2931905,,11/06/2022,SEMI-CONFINADO,ABASTECIMENTO HUMANO,"87,5","39,6",VAZÃO APROVEITÁVEL,"3180","1450","1180","29,1","<0,08","<5,00","0,0703",<Null>,"29,1","7,98","144","0,43",UTILIZÁVEL APÓS TRATAMENTO,04/06/2023,04/07/2023,,"-"
589,Itaberaba,CANAÃ,-40.210833,-12.651388,14,Piemonte do Paraguaçu,2914703,,07/06/2022,FISSURAL,NÃO INFORMADO,"120","0,66",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
590,Caetanos,ONÇA,-40.810833,-14.279999,20,Sudoeste Baiano,2905156,,07/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"120","0,62",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
591,Itaberaba,ASSENTAMENTO FILHOS DA TERRA,-40.325277,-12.541388,14,Piemonte do Paraguaçu,2914703,,06/06/2022,FISSURAL,NÃO INFORMADO,"120","1,64",VAZÃO APROVEITÁVEL,"15080","9070","7940","<0,10","9,8","100","0,58","4,65","<0,10","7,1","513","65,7",UTILIZÁVEL APÓS TRATAMENTO,04/04/2023,04/05/2023,,"-"
592,Itaberaba,VITÓRIO,-40.330554,-12.629999,14,Piemonte do Paraguaçu,2914703,,06/06/2022,FISSURAL,NÃO INFORMADO,"140","1,16",VAZÃO APROVEITÁVEL,"4690","4460","3120","<0,1","1,54","10","2,03","0,311","<0,1","7,45","92,3","4,62",UTILIZÁVEL APÓS TRATAMENTO,31/07/2022,09/09/2022,,"-"
593,Maetinga,FAZENDA LAGOA DO RAIMUNDO,-41.542777,-14.681943,20,Sudoeste Baiano,2919959,,05/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"90","1,76",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
594,Macaúbas,UMBUZEIRO DO BONFIM,-42.929721,-12.965555,12,Bacia do Paramirim,2919801,,04/06/2022,FISSURAL,ABASTECIMENTO HUMANO,"87","2,64",VAZÃO APROVEITÁVEL,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,NÃO INFORMADO,<Null>,<Null>,,"-"
